0.000000000000000000e+00 1.505453730816745761e+01 4.615360929610765339e+01 1.726346822898590290e+02 3.308110511320766705e+02 4.112702406175579881e+02 5.464696565348533568e+02 6.098440818632267337e+02 7.449799676355545444e+02 1.077303689839791105e+03 1.232534537495196219e+03 1.223274501615255531e+03 1.203204689651155377e+03 1.209260950998401540e+03 1.427386526434975849e+03 1.458692031149678996e+03
1.505453730816745761e+01 0.000000000000000000e+00 3.143853693652328829e+01 1.578110685596278131e+02 3.167057473557557614e+02 3.973103108394553828e+02 5.334543044639847267e+02 5.976274407215008750e+02 7.352533852801731200e+02 1.067655551774440482e+03 1.223224086137738595e+03 1.214173139791937047e+03 1.194220547613246254e+03 1.200336745704423492e+03 1.420102851767642960e+03 1.451422715390429403e+03
4.615360929610765339e+01 3.143853693652328829e+01 0.000000000000000000e+00 1.300907615630319185e+02 2.854656885456686837e+02 3.661695695931476280e+02 5.032700553115527100e+02 5.684645670196880474e+02 7.098549633611568197e+02 1.042264552846792640e+03 1.198351372206088399e+03 1.189648502787468033e+03 1.169895817402825969e+03 1.176110922741651621e+03 1.398650911689641816e+03 1.429989574177863460e+03
1.726346822898590290e+02 1.578110685596278131e+02 1.300907615630319185e+02 0.000000000000000000e+00 1.997924107244241156e+02 2.783207924154315833e+02 4.272572177263193112e+02 5.026329400680908179e+02 6.722276988922834562e+02 1.000528478651398700e+03 1.158954438758603828e+03 1.152589540721630556e+03 1.134262532634114450e+03 1.141069782727292022e+03 1.378959299258778174e+03 1.410247478136657037e+03
3.308110511320766705e+02 3.167057473557557614e+02 2.854656885456686837e+02 1.997924107244241156e+02 0.000000000000000000e+00 8.110972272653933146e+01 2.274888306198682244e+02 3.036906092401638944e+02 4.842953761129590475e+02 8.071614882798039616e+02 9.659836276894845923e+02 9.607711212525285873e+02 9.432538682610021397e+02 9.503396071715244489e+02 1.196365676623687932e+03 1.227467624412823852e+03
4.112702406175579881e+02 3.973103108394553828e+02 3.661695695931476280e+02 2.783207924154315833e+02 8.110972272653933146e+01 0.000000000000000000e+00 1.511510722877913793e+02 2.319257392160555469e+02 4.260725437436204857e+02 7.407967586458921687e+02 8.995639945154197221e+02 8.955147274414143794e+02 8.788297922213062066e+02 8.861586246354090690e+02 1.138334176280109887e+03 1.169210254508800517e+03
5.464696565348533568e+02 5.334543044639847267e+02 5.032700553115527100e+02 4.272572177263193112e+02 2.274888306198682244e+02 1.511510722877913793e+02 0.000000000000000000e+00 8.460580206688236160e+01 2.935096791688885673e+02 5.940759746991590191e+02 7.524021566554251876e+02 7.493777359583388034e+02 7.335108728523240416e+02 7.410529664289751963e+02 9.989914476750889207e+02 1.029528656772654813e+03
6.098440818632267337e+02 5.976274407215008750e+02 5.684645670196880474e+02 5.026329400680908179e+02 3.036906092401638944e+02 2.319257392160555469e+02 8.460580206688236160e+01 0.000000000000000000e+00 2.121992991732237783e+02 5.100130717296699459e+02 6.685330221737534657e+02 6.651902531980356343e+02 6.491450885848174721e+02 6.566524170242737455e+02 9.144987336194250247e+02 9.450058725985592218e+02
7.449799676355545444e+02 7.352533852801731200e+02 7.098549633611568197e+02 6.722276988922834562e+02 4.842953761129590475e+02 4.260725437436204857e+02 2.935096791688885673e+02 2.121992991732237783e+02 0.000000000000000000e+00 3.324249076462153312e+02 4.889476068955808614e+02 4.812593435055651980e+02 4.623963483484707240e+02 4.690639001939892410e+02 7.127105234433319083e+02 7.437021525540199036e+02
1.077303689839791105e+03 1.067655551774440482e+03 1.042264552846792640e+03 1.000528478651398700e+03 8.071614882798039616e+02 7.407967586458921687e+02 5.940759746991590191e+02 5.100130717296699459e+02 3.324249076462153312e+02 0.000000000000000000e+00 1.588579870153619140e+02 1.554831416371478667e+02 1.412357274244367318e+02 1.492768219556518545e+02 4.219310634809999101e+02 4.503656599887784182e+02
1.232534537495196219e+03 1.223224086137738595e+03 1.198351372206088399e+03 1.158954438758603828e+03 9.659836276894845923e+02 8.995639945154197221e+02 7.524021566554251876e+02 6.685330221737534657e+02 4.889476068955808614e+02 1.588579870153619140e+02 0.000000000000000000e+00 2.322235568287080909e+01 4.397560128125169854e+01 4.530080395552862171e+01 2.887148435658348262e+02 3.133659531020866780e+02
1.223274501615255531e+03 1.214173139791937047e+03 1.189648502787468033e+03 1.152589540721630556e+03 9.607711212525285873e+02 8.955147274414143794e+02 7.493777359583388034e+02 6.651902531980356343e+02 4.812593435055651980e+02 1.554831416371478667e+02 2.322235568287080909e+01 0.000000000000000000e+00 2.318119674671352115e+01 2.251727241157283999e+01 2.784666005769785215e+02 3.044386619486452901e+02
1.203204689651155377e+03 1.194220547613246254e+03 1.169895817402825969e+03 1.134262532634114450e+03 9.432538682610021397e+02 8.788297922213062066e+02 7.335108728523240416e+02 6.491450885848174721e+02 4.623963483484707240e+02 1.412357274244367318e+02 4.397560128125169854e+01 2.318119674671352115e+01 0.000000000000000000e+00 8.488117588822291282e+00 2.846434937742454281e+02 3.118627695100299775e+02
1.209260950998401540e+03 1.200336745704423492e+03 1.176110922741651621e+03 1.141069782727292022e+03 9.503396071715244489e+02 8.861586246354090690e+02 7.410529664289751963e+02 6.566524170242737455e+02 4.690639001939892410e+02 1.492768219556518545e+02 4.530080395552862171e+01 2.251727241157283999e+01 8.488117588822291282e+00 0.000000000000000000e+00 2.761646143074346469e+02 3.034166862817637593e+02
1.427386526434975849e+03 1.420102851767642960e+03 1.398650911689641816e+03 1.378959299258778174e+03 1.196365676623687932e+03 1.138334176280109887e+03 9.989914476750889207e+02 9.144987336194250247e+02 7.127105234433319083e+02 4.219310634809999101e+02 2.887148435658348262e+02 2.784666005769785215e+02 2.846434937742454281e+02 2.761646143074346469e+02 0.000000000000000000e+00 3.135159688850463056e+01
1.458692031149678996e+03 1.451422715390429403e+03 1.429989574177863460e+03 1.410247478136657037e+03 1.227467624412823852e+03 1.169210254508800517e+03 1.029528656772654813e+03 9.450058725985592218e+02 7.437021525540199036e+02 4.503656599887784182e+02 3.133659531020866780e+02 3.044386619486452901e+02 3.118627695100299775e+02 3.034166862817637593e+02 3.135159688850463056e+01 0.000000000000000000e+00
