9.999999999999997780e-01 9.705176750519430851e-01 8.823667077117306468e-01 8.909781301808593623e-01 7.067399396290039437e-01 7.501763497579939655e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
9.705176750519430851e-01 1.000000000000000000e+00 7.996147994891912303e-01 9.202548482508409178e-01 7.631694797856374279e-01 7.359184035817555314e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
8.823667077117306468e-01 7.996147994891912303e-01 1.000000000000000000e+00 7.603455179744362802e-01 0.000000000000000000e+00 6.945721201297484493e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
8.909781301808593623e-01 9.202548482508409178e-01 7.603455179744362802e-01 1.000000000000000000e+00 7.244863837346540159e-01 6.945248023896325451e-01 6.311075178254786922e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
7.067399396290039437e-01 7.631694797856374279e-01 0.000000000000000000e+00 7.244863837346540159e-01 9.999999999999997780e-01 8.639413864288616463e-01 8.379405826890901077e-01 8.087844328096996938e-01 6.380876354915918647e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
7.501763497579939655e-01 7.359184035817555314e-01 6.945721201297484493e-01 6.945248023896325451e-01 8.639413864288616463e-01 1.000000000000000000e+00 9.443280268550254819e-01 9.323613944061951431e-01 7.983117254550777808e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 6.311075178254786922e-01 8.379405826890901077e-01 9.443280268550254819e-01 1.000000000000000000e+00 9.756148862297527868e-01 8.390569934312930300e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 8.087844328096996938e-01 9.323613944061951431e-01 9.756148862297527868e-01 1.000000000000000000e+00 8.941358896047658655e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 6.380876354915918647e-01 7.983117254550777808e-01 8.390569934312930300e-01 8.941358896047658655e-01 1.000000000000000000e+00 8.328220104340829932e-01 6.078280006324314755e-01 7.714518679324080530e-01 8.503106434777958356e-01 8.541527699094442205e-01 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 8.328220104340829932e-01 1.000000000000000000e+00 0.000000000000000000e+00 7.293859900740393698e-01 9.496377827396407234e-01 9.019830680106361021e-01 8.697741311081073068e-01 7.148435652213710467e-01
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 6.078280006324314755e-01 0.000000000000000000e+00 1.000000000000000000e+00 9.450688993873621602e-01 6.536110068431946196e-01 7.559846549395836668e-01 6.157408108731137197e-01 7.965387906012901809e-01
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 7.714518679324080530e-01 7.293859900740393698e-01 9.450688993873621602e-01 1.000000000000000000e+00 8.189914370882255268e-01 8.996263679477026765e-01 7.839300083346461001e-01 9.004341360293274255e-01
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 8.503106434777958356e-01 9.496377827396407234e-01 6.536110068431946196e-01 8.189914370882255268e-01 1.000000000000000000e+00 9.677852132957868170e-01 9.158567929739838132e-01 8.150582852659861155e-01
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 8.541527699094442205e-01 9.019830680106361021e-01 7.559846549395836668e-01 8.996263679477026765e-01 9.677852132957868170e-01 1.000000000000000000e+00 8.919512639139304255e-01 8.637854457925903118e-01
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 8.697741311081073068e-01 6.157408108731137197e-01 7.839300083346461001e-01 9.158567929739838132e-01 8.919512639139304255e-01 9.999999999999998890e-01 8.912112012124534521e-01
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 7.148435652213710467e-01 7.965387906012901809e-01 9.004341360293274255e-01 8.150582852659861155e-01 8.637854457925903118e-01 8.912112012124534521e-01 1.000000000000000000e+00
